Month,PBOT,RH,Member,TBOT,WIND,RAIN
8.0,1016.9893055833332,84.57267784166667,11,15.799881765782828,7.648216574895202,9.440496792392313e-06
9.0,1017.7008786666667,81.18144543055556,11,15.444011320770201,7.99644367727904,1.449553498135431e-05
10.0,1012.4613733333333,78.99318589166667,11,13.703204627487374,9.503786986981062,2.7503050033090322e-05
11.0,1008.9714532500001,76.56467022777778,11,11.526062784621212,10.504106862328284,3.844203886931776e-05
12.0,1008.3183723888889,76.72387146666667,11,10.051092482651516,11.044099295996213,3.7141567863157514e-05
1.0,1012.8315472777778,79.54359813055557,12,7.978635340416667,11.704685107391413,5.184749256723315e-05
2.0,1016.1781325368731,78.60962846017699,12,7.280115166599463,11.895493861229838,4.234717464313813e-05
3.0,1015.0800984444444,77.44231774444445,12,6.7517726996944445,10.754346166857323,4.940787528686185e-05
4.0,1018.6507358055555,79.2578342,12,7.343488524280303,9.371766239702021,3.1882039556091994e-05
5.0,1019.8020130277778,82.69101579444444,12,8.849462446957071,8.145687952010102,2.4474606482274557e-05
6.0,1020.5298915833333,83.79980473888888,12,10.80550345439394,7.320469723501263,1.9738721256674804e-05
7.0,1020.0322725833333,86.35236533333334,12,13.072533626262626,7.22895723913952,2.190809738511425e-05
8.0,1019.8390145277777,86.43645829166667,12,13.832182945138888,7.833950396732323,1.8957798573241698e-05
9.0,1021.6554629444444,82.93867198333334,12,13.454203692297979,8.035927450831439,1.948772908628951e-05
10.0,1014.1426383888889,79.64071196111111,12,11.608787892916666,10.227162872871212,4.1347350184862094e-05
11.0,1012.7133028333334,77.34895832777778,12,9.481261751553031,10.174676501801768,4.786692619689152e-05
12.0,1015.7814210277778,79.26480046111111,12,8.661642461300504,11.17343255443182,4.241249892363997e-05
1.0,1007.0892731388889,74.77061615555556,13,9.954947898775252,11.902897957136364,3.284638466792613e-05
2.0,1008.7878702064896,76.05118463126843,13,9.767974376948924,12.353848913935485,2.5641079363344205e-05
3.0,1013.0934475833334,76.91616748611112,13,9.426218427222222,10.834457303011364,1.6752400951084147e-05
4.0,1015.17668075,77.23437496388888,13,10.127724775126262,9.327686282435605,1.3700393267090408e-05
5.0,1019.6349127222222,79.76512605277777,13,11.87465241020202,7.6737857759886365,1.857055289023021e-05
6.0,1021.8615468333333,83.28797746666667,13,14.50322056540404,6.4919437704898995,7.114715989836012e-06
7.0,1019.46907775,83.00436185555556,13,16.622316338762626,6.809820470852273,9.676283174129553e-06
8.0,1021.3968465555556,81.59290373055555,13,17.52229044608586,6.386236912506313,6.835235424439834e-06
9.0,1019.0630828055555,81.60143223055556,13,17.107089555492426,7.8914594696262625,1.5023089897550753e-05
10.0,1015.0733673611111,78.93181419722222,13,15.087572813005051,8.802315650037878,2.0788168981550603e-05
11.0,1008.6701215833333,76.13971331666667,13,12.557643668636363,10.73956057256313,2.585372285969714e-05
12.0,1007.1422946111112,75.89529060833333,13,10.949063060669193,11.56392882266414,2.7205645951240062e-05
1.0,1010.9523889166667,75.32823349722221,15,9.655453689823233,11.466275731397728,2.730543752100595e-05
2.0,1008.7775583775812,75.16878702359882,15,9.020020814018817,12.185978719189517,3.074839775804388e-05
3.0,1014.15387075,76.163064175,15,9.365835596603535,10.733596898003789,2.693424082421711e-05
4.0,1016.8462301388889,76.7863931611111,15,9.730527882563132,8.96027508164356,2.23081145100089e-05
5.0,1015.5381578055554,80.08533000555555,15,10.920645074191919,8.073560462653157,2.5382775967043325e-05
6.0,1018.4677856388888,83.77358955277778,15,13.427091235416666,6.949629790475379,2.1218130484242086e-05
7.0,1017.5829942500001,85.00492625,15,16.069596242424243,6.953085665126262,1.2623800724900374e-05
8.0,1019.1443531944444,83.14194880555556,15,17.00367790018939,6.8592718822228536,7.1153415356901505e-06
9.0,1017.4839701666666,81.11056853333334,15,16.132718768560608,8.17863194886414,1.262245724185211e-05
10.0,1011.8368165277777,77.89776491944446,15,14.029459520328283,8.988063409743686,2.564253289517759e-05
11.0,1006.9647406944443,75.36794712222223,15,11.546185008623736,10.269420920497474,2.8413022344980694e-05
12.0,1008.2425255277777,77.97137586111111,15,10.618820322979799,11.157385956151515,4.66960999312363e-05
